vendorId,vendorName,modelId,modelName,modelEQ
539,魔声,1265,Harajuku Lovers Super Kawaii,"[0.8, 0.6, 0.1, -0.5, -1, 0.1, 1.3, 1.7, 0.6, 1.3]"
541,苹果,1273,EarPods,"[6.7, 4.5, 2.4, 1, -0.4, 0.1, -0.6, 2.1, 0.9, 5.7]"
541,苹果,1274,AirPods,"[6, 4, 0.4, 0, 0, 0.3, -1.2, -0.5, 2.9, 6.5]"
541,苹果,1276,In-Ear,"[3.4, 3, 2.1, 0.5, -0.7, -0.1, 2.1, 3.9, 2.6, 2.7]"
541,苹果,1722,AirPods 2,"[1, 1, 1, 1.5, 1.5, 2, 1, 0, 0.5, 1]"
541,苹果,1750,AirPods Pro,"[2, 2, 2, 0, -2.5, 0, -1, 0, 1, 0]"
543,三星,1283,bundle,"[2.3, 1.6, 0.6, -0.5, -1.2, -0.1, 1.2, 2.1, 0.1, 1]"
543,三星,1284,HS330,"[2.1, 1.6, 0.6, -0.5, -1.2, 0, 0.8, -0.1, -0.6, 1.5]"
543,三星,1285,HS1303,"[3.1, 2.2, 0.6, -1.4, -2.5, -0.6, 1.8, 3.1, -0.8, 2.2]"
543,三星,1610,S8 Akg定制版,"[-1.3, 1.2, 2.1, 2, 0, -1, -1, 0, 2.8, 2]"
543,三星,1858,Galaxy Buds+,"[1.3, 1.5, 0, -0.5, 1.5, 0, 1.8, 3.3, 2.3, -0.5]"
544,小米,1450,活塞耳机 青春版,"[7.5, 4.21, 2.61, 1, -0.5, -0.11, 0.9, 0.61, -0.61, -1.41]"
544,小米,1453,圈铁耳机,"[1.5, 1.3, 0.89, -0.11, -0.61, 0.11, -0.61, -0.41, 0.2, -0.2]"
544,小米,1604,活塞耳机,"[5, 4.1, 2.9, 1, -0.9, -0.2, 1.4, 2, 2.4, 3.7]"
544,小米,1605,活塞耳机 水晶版,"[1.3, 0.9, 0.3, -0.5, -1.1, -0.1, 1.5, 2.5, 0.7, 0.9]"
544,小米,1606,活塞耳机 清新版,"[3.3, 2.1, 0.7, -0.9, -1.7, -0.1, 1.3, 0.9, -0.3, 0.3]"
544,小米,1607,头戴式,"[0.5, 0.3, 0.89, -0.11, -0.61, 1.11, -1.61, -0.41, 0.2, -0.2]"
544,小米,1608,头戴式 轻松版,"[0.7, 0.381, 0.891, -0.31, -0.51, 0.71, -1.31, -0.21, 0.1, -0.1]"
544,小米,1609,圈铁耳机 Pro,"[1.7, 1.5, 1.09, -0.31, -0.71, 0.21, -0.71, -0.31, 0.41, -0.51]"
544,小米,1851,Air2 Pro,"[2.5, 2.5, 2, 0, 0, 0, 0.5, 1, 1.5, 3.5]"
547,舒尔,1553,E2C,"[4.2, 3.8, 2.8, 1.2, -0.3, -0.1, 1.3, 0, 3.2, 6.7]"
547,舒尔,1554,E3C,"[4, 3.9, 3, 0.6, -0.6, -0.1, 0.5, 2.6, 3.2, 5.7]"
547,舒尔,1555,E4C,"[3.9, 3.4, 2.4, 0.8, -0.5, 0, 1.1, 3.4, 1.4, 4.2]"
547,舒尔,1556,E5C,"[2.9, 2.2, 1.2, -0.1, -1.2, -0.1, 2, 3.5, 1.9, 5.1]"
547,舒尔,1557,SE115,"[3.1, 2.3, 0.9, -0.6, -1.4, -0.2, 1.3, 1.6, 0.5, 1.7]"
547,舒尔,1558,SE215,"[1.6, 1.2, 0.4, -0.7, -1.3, -0.1, 0.8, 2.4, 2.1, 2]"
547,舒尔,1559,SE310,"[3.7, 3.2, 2.1, 0.5, -0.6, 0, 1.1, 3.7, 2.2, 3.4]"
547,舒尔,1560,SE315,"[4.3, 3.4, 2.2, 0.7, -0.4, 0, 1.9, 2.7, 0.4, 2]"
547,舒尔,1561,SE420,"[3.4, 2.7, 1.7, 0.2, -0.9, -0.1, 1.6, 2.3, 1.4, 4]"
547,舒尔,1562,SE425,"[4, 2.8, 1.6, 0.2, -1, -0.1, 1.6, 2.3, 1.1, 3.4]"
547,舒尔,1563,SE530,"[4.1, 2.9, 1.7, 0.2, -1, -0.2, 2.1, 2.7, 1.5, 2.2]"
547,舒尔,1564,SE535,"[2, 2, 1.5, 1, 0.5, 0, 1, 3, 6, 3]"
547,舒尔,1565,SE846,"[3.2, 2.6, 1.6, 0.2, -1, -0.1, 1.5, 2, 1.2, 2.7]"
547,舒尔,1812,SRH940,"[3.2, -0.5, -0.5, 0, 0, 0, 0, 3.5, 2.5, 2.7]"
549,索尼,1383,MDR-1A,"[4, 3.1, 2.2, 1.5, -0.1, -0.3, 2.4, 3.6, 1, 1.7]"
549,索尼,1384,MDR-1ABT,"[2.9, 2.8, 1.3, 1.4, 0.3, -0.1, 1.8, 3.2, 0.4, 3]"
549,索尼,1385,MDR-1ADAC,"[3.5, 2.7, 1.7, 2, -0.5, -0.1, 1.3, 1.2, 1, 2.7]"
549,索尼,1386,MDR-1R,"[4.4, 3.4, 1.7, 0.6, -0.2, 0, 1, 1.9, 0.4, 0.3]"
549,索尼,1387,MDR-10R,"[5, 3.1, 1.2, -0.5, -1.1, -0.5, 0.7, 2.1, -0.1, -0.8]"
549,索尼,1388,MDR-7506,"[5.4, 4.1, 2.9, 1.8, -0.4, -0.1, 1.1, 0.7, -0.8, 0.6]"
549,索尼,1389,MDR-7550,"[3.3, 2.7, 1.7, 0.2, -1, -0.1, 1.3, 3.3, 2.2, 4.7]"
549,索尼,1390,MDR-E888,"[6.1, 4.7, 3, 1, -0.5, -0.1, 1.4, 2.6, 0.4, 2.5]"
549,索尼,1391,MDR-EX10,"[4.3, 3.9, 1.8, 0.2, -1, -0.1, 1.5, 2.6, -0.8, -1.3]"
549,索尼,1392,MDR-EX15AP,"[3.5, 2.7, 1.5, 0, -1, -0.1, 1.7, 1.6, 0.4, 0.2]"
549,索尼,1393,MDR-EX220,"[3.3, 2.1, 0.8, -0.6, -1.5, -0.1, 1.3, 2.1, 0.8, 1.3]"
549,索尼,1394,MDR-EX300,"[3.2, 2.2, 0.8, -0.7, -1.4, -0.1, 1.5, 2.2, -0.5, 2.3]"
549,索尼,1395,MDR-EX500,"[3.3, 2.6, 1.4, 0, -1.2, -0.1, 1.3, 1.9, 0.4, 2.2]"
549,索尼,1396,MDR-EX600,"[5.3, 4.2, 2.6, 0.6, -1, -0.1, 1.7, 4, 0.4, 2.4]"
549,索尼,1397,MDR-EX650AP,"[2.1, 1.4, 0.3, -2.8, -1.4, -0.1, 1.4, 1.1, -0.1, 1.7]"
549,索尼,1398,MDR-EX750AP,"[3.3, 1.9, 0.6, -0.8, -1.5, -0.1, 1.3, 2.1, 0, 0.8]"
549,索尼,1399,MDR-EX800,"[5.2, 4.6, 3.4, 1.8, 0, 0, 0.3, 2.4, 2.2, 5.2]"
549,索尼,1400,MDR-EX1000,"[4.8, 4.3, 3.2, 1.5, -0.2, -0.1, 0.3, 1.4, 1.4, 4.7]"
549,索尼,1401,MDR-NC31E,"[0.7, 0.4, -0.2, -0.9, -1.3, 0, 1, 2.3, 0.6, 1.5]"
549,索尼,1402,MDR-S40,"[6, 4, 1.6, 0.5, 0, -0.2, 2.3, 3.6, 2.3, 2.5]"
549,索尼,1403,MDR-XB30EX,"[2.3, 1.8, 1, -0.3, -1, -0.1, 0.8, 2.1, 0, 3]"
549,索尼,1404,MDR-XB50,"[3.1, 2.1, 0.7, -0.5, -0.8, -0.1, 2.3, 3.1, 1.2, 1.7]"
549,索尼,1405,MDR-XB60EX,"[2.8, 1.9, 0.7, -0.5, -1.3, -0.1, 1, 1.9, 1.9, 2]"
549,索尼,1406,MDR-XB90EX,"[2.1, 1.6, 0.6, -0.5, -1.1, -0.1, 0.7, 2.1, 0.4, 1]"
549,索尼,1407,MDR-XB400,"[3, 1.8, 0.6, 0, -1.6, -0.3, 1.8, 2.8, 0.4, 0.6]"
549,索尼,1408,MDR-XB450AP,"[1.8, 1.1, 0.3, 0.5, -1.4, -0.3, 1.8, 3.7, -0.1, 2.4]"
549,索尼,1409,MDR-XB600,"[2.1, 1.6, 0.6, -0.4, -0.5, -0.1, 1.3, 1.6, -0.6, -1]"
549,索尼,1410,MDR-XB950,"[8, 4.5, 2.8, 1.5, -0.6, -0.3, 2.2, 4.3, 3.4, 2.7]"
549,索尼,1411,MDR-XB1000,"[3, 1.6, 0.4, -1.2, -1.6, 0.7, 4.3, 2.6, 1.8, 2.2]"
549,索尼,1412,MDR-Z1000,"[6.3, 4.1, 2.4, 0.9, -0.8, -0.1, 1.2, 4.3, 2, 4.5]"
549,索尼,1413,MDR-ZX750,"[3.1, 2.6, 1.6, 0.3, -0.5, 0.4, 1.9, 4.1, 1, 3.2]"
549,索尼,1414,MH1C,"[1, 1.1, 0.9, 0.1, -0.5, -0.1, 1.6, 3.3, 2.8, 0]"
549,索尼,1415,MH750,"[2.2, 2, 1.7, 0.6, -1.1, -0.1, 0.4, -0.3, 1.7, -0.4]"
549,索尼,1416,Q010-MDR1,"[7.9, 5.1, 3.1, 1.6, -0.5, -0.8, 0.8, 1.1, -0.1, 0.7]"
549,索尼,1417,SBH20,"[6, 4.1, 2.7, 1, -0.5, -0.1, 1.3, 1.6, 0.2, 0]"
549,索尼,1418,SBH80,"[2.2, 1.8, 1.3, 0.7, -0.3, 0.1, 0.2, 0.2, 0.7, -0.3]"
549,索尼,1419,XBA-4,"[2.4, 2.1, 1.6, 0.3, -0.5, -0.1, 1.3, 1, -0.9, -0.3]"
549,索尼,1420,XBA-20,"[2.5, 1.9, 1.1, 0, -1.2, -0.2, 1.4, 1.1, 2.2, 3.7]"
549,索尼,1421,XBA-30,"[3, 2.5, 1.6, 0.3, -0.8, -0.1, 1.2, 0.2, 1.4, 0.3]"
549,索尼,1422,XBA-A1,"[3.8, 2.6, 1.4, -0.1, -1.1, -0.1, 1.7, 2.4, 0.7, 1.7]"
549,索尼,1423,XBA-A2,"[4, 3.9, 3.5, 2, 0, 0, 0.9, 2.3, 0.7, 0.3]"
549,索尼,1424,XBA-A3,"[3, 2, 0.6, -0.7, -1.3, -0.1, 1.5, 1.6, 1.2, -0.8]"
549,索尼,1425,XBA-C10,"[4.4, 3.4, 1.8, 0, -1.4, -0.1, 1.9, 1.8, 1, 2.7]"
549,索尼,1426,XBA-Z5,"[2.1, 1.7, 0.9, -0.2, -1.1, -0.1, 2.3, 3.3, 2.9, 1.7]"
549,索尼,1427,XBA-H3,"[3.5, 2.4, 0.9, -0.5, -1.4, -0.2, 2, 1.7, 0.4, 0.7]"
549,索尼,1578,MDR-1000X,"[-0.52, 0.58, 2.38, 1.88, 0.08, -0.72, 2.88, 1.48, -2.02, -3.52]"
549,索尼,1612,MDR-100APP,"[-2.91, -3, -3, -2.6, 0.25, 0.87, 0.75, 2.2, 2.74, 3]"
549,索尼,1613,WH-1000XM2,"[-2.59, 1.38, -2.38, -1.88, 0.08, 0.72, 3, -3, -1.02, 3]"
549,索尼,1614,MDR-NC8,"[4.5, 0.82, -3, 2.5, -0.5, -3, -0.75, 1.74, -3, -1.25]"
549,索尼,1615,MDR-XB50AP,"[-1.12, -2.32, -3, -3, 1.78, -1.5, -0.28, 2.52, 0.83, 3]"
549,索尼,1616,MDR-XB950B1,"[-3, -3, -3, -2.26, 0.78, -0.8, 2.23, 2.52, 2.83, 3]"
549,索尼,1617,MDR-XB650BT,"[0.1, 0, -0.6, -0.2, -0.5, -0.1, 2.4, 3.1, 0.4, 1.7]"
549,索尼,1618,MDR-XB55AP,"[-1.12, -1.32, -2.12, -2.13, 1.38, -1.25, -0.28, 2.32, 0.83, 3]"
549,索尼,1624,MDR-100ABN,"[-3, -5, -3, -3, -2, -2, 0, 3, 2, 1]"
549,索尼,1639,WH-CH700N,"[-1, -0.5, 0.5, 1.5, 2, 1.5, 0.5, 0.5, 0.5, -0.5]"
549,索尼,1640,WH-H800,"[0, -1, -1.5, -2, -1, 0, -1, -2, -1.5, -0.5]"
549,索尼,1641,WH-H900N,"[-1.5, -0.5, 0.5, 1.5, 1.5, 1.5, 1, 0, -0.5, 0.5]"
549,索尼,1724,WH-1000XM3,"[-1, -1.5, -1.5, -0.5, 0.5, 0.5, 1, 2, 1.5, 0]"
549,索尼,1725,WI-1000X,"[1, 2, 1, -2, -1, 0, 2, 0, 0, -3]"
549,索尼,1779,WF-1000XM3,"[-1, -1.5, -1.5, -0.5, 0.5, 0.5, 1, 2, 1.5, 0]"
549,索尼,1850,WH-1000XM4,"[1.5, 0.5, 0.5, 0, 0.5, 0, 1, 2, 1.5, 1]"
551,铁三角,1440,A700,"[5.61, 3.61, 2.41, 0.691, -0.601, 0, 2, 3.591, 1, 2]"
551,铁三角,1441,A700X,"[4.111, 2.811, 1.291, 0.611, -0.691, -0.101, 1.101, 2.599, 0.699, 0.301]"
551,铁三角,1442,C505,"[10, 7.3, 4, 0.7, -1, -0.1, 3.1, 3.2, 1.7, 3.4]"
551,铁三角,1443,CK9,"[3.5, 3, 2, 0.4, -0.8, -0.1, 1.8, 2.2, -0.6, 0.4]"
551,铁三角,1444,CK100PRO,"[4, 3.3, 1.8, -0.1, -1.4, -0.1, 1.2, 1.7, -1.6, 1]"
551,铁三角,1445,CK313M,"[5, 3.3, 1.6, -0.5, -1.6, -0.2, 1.3, 1.1, 0.9, 0.2]"
551,铁三角,1446,CKB50,"[3.1, 2.2, 1.1, -0.5, -1.6, -0.2, 2.3, 2.1, 0.3, 2.7]"
551,铁三角,1447,CKB70,"[4.3, 3.8, 3, 0.9, -0.6, -0.1, 1.2, 2.2, 1.2, 3.2]"
551,铁三角,1448,CKL202,"[0, 0, 0, -0.5, -1, -0.2, 0.8, -0.7, -1.5, -0.3]"
551,铁三角,1449,CKM33,"[4.3, 2.8, 1, -0.8, -1.8, -0.1, 1.4, 0.7, -2, -1.3]"
551,铁三角,1452,CKM500,"[2.4, 1.3, 0.2, -1.1, -1.7, -0.1, 1.1, 2, 0.8, 1.4]"
551,铁三角,1507,CKM77,"[1.9, 1.3, 0.6, -0.3, -0.9, -0.1, 0.5, -0.3, -1.8, 0]"
551,铁三角,1508,CKM99,"[1.8, 1.4, 0.6, -0.6, -1.3, -0.1, 0.5, 0.1, -0.1, 2.7]"
551,铁三角,1509,CKM1000,"[2.9, 1.8, 0.3, -1.3, -1.9, -0.1, 1.1, 0.5, -3.4, -0.3]"
551,铁三角,1510,CKN50,"[3.2, 1.8, 0.4, -0.9, -1.5, -0.1, 1.8, 0.3, -1.6, -0.1]"
551,铁三角,1511,CKN70,"[2.4, 1.4, 0.2, -1, -1.7, -0.1, 1.7, 0.5, -2.2, -0.3]"
551,铁三角,1512,CKR7,"[2, 1.3, 0.3, -0.8, -1.4, -0.1, 0.9, 1.1, -1.1, 0.4]"
551,铁三角,1513,CKR9,"[3.5, 2.8, 1.7, 0.3, -0.9, -0.1, 0.3, 1.1, 0.9, 0.2]"
551,铁三角,1514,CKR10,"[3.5, 2.7, 1.6, 0, -1, -0.1, 0.5, 1.1, 0.4, 1]"
551,铁三角,1515,CKS55XBT,"[2, 0.9, -0.4, -1.7, -1.9, -0.2, 0.8, 0.7, -0.1, 0]"
551,铁三角,1516,CKS77X,"[2, 1.1, -0.1, -1.3, -2, -0.3, 1.3, 0.9, -1.9, -1.1]"
551,铁三角,1517,CKS90,"[1.8, 1.4, 0.4, -0.6, -1.5, -0.1, -0.3, -0.4, -0.2, 0.4]"
551,铁三角,1518,CKS550IS,"[3, 2.1, 0.7, -0.7, -1.3, -0.1, 1.3, 0.5, -1.1, -1.3]"
551,铁三角,1519,CKS1000,"[2.3, 1.3, -0.2, -1.3, -2, -0.3, 1.3, 0.8, -2.3, -1]"
551,铁三角,1520,CKW1000ANV,"[1.6, 1.7, 1.5, 0.6, -1.2, -0.1, 0.1, -0.3, 0.6, 2.8]"
551,铁三角,1521,CKX5IS,"[2.2, 1.5, 0.5, -0.6, -1.3, -0.1, 1.3, 0.3, -1.6, -2.2]"
551,铁三角,1522,CKX7IS,"[2.9, 2.2, 1.1, -0.1, -1.1, -0.1, 2.3, 3.6, 0.6, -0.3]"
551,铁三角,1523,CKX9IS,"[4.6, 2.9, 1.3, -0.8, -1.7, -0.2, 1.3, 2.6, -2.4, -1.8]"
551,铁三角,1524,CKX35,"[9.5, 7.5, 5.3, 2.3, -1, -0.3, 1.3, 2.6, -0.6, 1.7]"
551,铁三角,1525,CLR100,"[4.3, 3.3, 1.8, -0.1, -1.3, -0.1, 1.5, 0.3, -1.4, -1.8]"
551,铁三角,1526,CM7,"[9.5, 6.7, 4, 1.5, 0.2, -0.1, 1.8, 3.4, 2.4, 3.3]"
551,铁三角,1527,CM700,"[9.5, 6.9, 4.4, 1.8, -0.2, -0.1, 0.5, 1.1, -0.6, 2.7]"
551,铁三角,1528,COR150,"[3.2, 2.3, 1.1, -0.2, -1.1, -0.1, 1.3, 0.9, -0.8, -1.8]"
551,铁三角,1529,EC707,"[4.5, 2.7, 0.6, -1.5, -2.5, -0.4, 1.6, 3.1, 0.7, 2.2]"
551,铁三角,1530,ES7,"[3.7, 2.6, 1.2, 0, 0.1, 0.1, 0.6, 1.6, 2, -1.9]"
551,铁三角,1531,ES55,"[5.6, 3.6, 2.2, 1, -0.7, 0, 1.1, 2.1, 0.4, -0.3]"
551,铁三角,1532,ES700,"[6, 3.8, 2.4, 0.8, -0.6, -0.1, 1.5, 3.3, 1.2, 0.1]"
551,铁三角,1533,EW9,"[6.3, 3.9, 1.8, 0.2, -0.8, -0.1, 1, -0.4, -0.9, 2.7]"
551,铁三角,1534,FC707,"[4, 2.7, 1.2, 0, 0.2, -0.1, 1.7, 4, -0.6, 1.4]"
551,铁三角,1535,IM01,"[3, 2.3, 1, -0.7, -1.7, -0.2, 2.2, 2.1, -0.6, 1.7]"
551,铁三角,1536,IM02,"[4, 3.1, 1.5, -0.3, -1.5, -0.1, 1.5, 2.9, 0.5, -0.3]"
551,铁三角,1537,IM03,"[2.6, 2, 1.1, -0.3, -1, -0.1, 1.8, 3.6, 1.6, 0.3]"
551,铁三角,1538,IM04,"[3.8, 2.6, 1.1, -0.5, -1.6, -0.1, 1.3, 2.1, -0.6, 0.7]"
551,铁三角,1539,IM50,"[5, 4.6, 3.6, 2, 0.2, 0, 0.9, 1.2, 0.2, -0.4]"
551,铁三角,1540,IM70,"[3.4, 2.2, 0.8, -0.5, -1.3, -0.1, 1.1, 1.9, 0.4, 2]"
551,铁三角,1541,M50,"[3.2, 2.4, 1.4, 0.5, -0.4, -0.1, 1.2, 2.3, 1.6, 2.5]"
551,铁三角,1542,MSR7,"[3.3, 2.5, 1.6, 0.5, -0.5, -0.4, 1.6, 3.3, 0.1, 1]"
551,铁三角,1543,PRO5,"[6.1, 4.5, 3.4, 2.2, -0.2, -0.1, 0.9, 2.6, 1.9, 0.2]"
551,铁三角,1544,PRO500,"[6.5, 4.1, 2.1, 0.9, -0.2, -0.1, 1.8, 4.6, 2.9, 2.7]"
551,铁三角,1545,S100,"[2.9, 2.2, 1.1, 0.2, -1.7, -0.5, 1.8, 2.3, -0.9, 1]"
551,铁三角,1546,SJ11,"[2.7, 2.8, 2.6, 0.3, -0.7, -0.1, 1.8, 2.8, -0.1, 0.9]"
551,铁三角,1547,SQ505,"[6.8, 4.4, 2.7, 1.3, 0.3, -0.2, 1.9, 4.9, 2.4, 1]"
551,铁三角,1548,TAD500,"[6, 4.1, 2.6, 1, -0.5, -0.1, 1, 2.1, 1.4, 0.7]"
551,铁三角,1549,W1000X,"[4.9, 3.5, 1.8, 0.5, 0.4, -0.1, 1.3, 2.1, 1.4, 0.8]"
551,铁三角,1550,W3000ANV,"[4.4, 2.8, 1.6, 1, -0.3, -0.1, 1.3, 2.4, -0.1, 0.5]"
551,铁三角,1551,W5000,"[6.1, 4.4, 2.8, 1.5, 0.3, 0, 0.7, 1.7, 0.9, -0.3]"
551,铁三角,1552,WS55X,"[4, 2.9, 1.6, 0, -0.8, -0.1, 1.1, 2.1, 2.2, 1.6]"
551,铁三角,1584,AD700X,"[3, 3, -1, -2, -2, -2, -1, 1.6, 1.5, 1.1]"
551,铁三角,1585,ANC7b,"[-0.19, -2, -3, -3, -2, -1.5, 3, 3, 3, 2.5]"
551,铁三角,1586,ANC7B SVIS,"[-0.08, -2.4, -3, -3, -3, -1.5, 3, 3, 0, -2.5]"
551,铁三角,1587,ANC9,"[-2.5, -0.5, -2.4, 0.4, 1.5, 3, -0.5, -1.7, 0.5, 0.83]"
551,铁三角,1588,M20x,"[1.61, -1.8, -2.3, 2.5, -2.2, -1, -3, 3, 3.11, 2.27]"
551,铁三角,1589,M30x,"[-0.94, -1.86, -1.84, 3, -0.97, 0.5, -2, 2, 1, -1.01]"
551,铁三角,1590,M40x,"[0.13, -1.16, -2.37, 0.98, 0.78, 1.48, -0.72, 0.98, 0.42, -1.94]"
551,铁三角,1591,M50x,"[-0.82, -0.3, -1.52, 1.27, 0.1, -0.3, -3, 0.5, 1.3, -1.3]"
551,铁三角,1592,M70x,"[2.59, 2.1, 0.23, -0.72, 1.14, 1.45, -2.74, -2.57, -2.72, 0.78]"
551,铁三角,1593,MSR7NC,"[2.1, 1.7, -1.2, -1.45, 1.24, -0.3, -3, 0.4, -2.3, 2.93]"
551,铁三角,1726,LS50iS,"[-3, -3, -2, -1, 0, 0, 1, 1, 0, 0]"
551,铁三角,1849,ATH-SR30BT,"[3, 3.5, 2, 0, 0, 0, 1.5, 0, 0, 2.5]"
553,万魔,1500,三单元圈铁耳机,"[-6.3, -3.2, 0.8, 3.4, 4.4, 5.6, 1.8, -3.9, 0.8, -3.3]"
553,万魔,1501,三单元圈铁耳机(lighting),"[-8.8, -4, 1.5, 4.8, 5.6, 5.9, 0.7, -5.5, -1.3, 0.9]"
553,万魔,1502,三单元头戴式耳机,"[-11, 5.5, 7.1, 11, 9, 6.6, 3.5, 0, 0.4, 4.7]"
553,万魔,1503,好声音入耳式耳机,"[-7.5, -4.6, -0.5, 1.9, 3.5, 4.9, 3.8, -4.8, -1.7, 5]"
553,万魔,1504,好声音头戴式耳机,"[-2.7, -0.7, 1.5, 3.8, 5.6, 1.8, -1.6, -2.7, -6.7, 1.8]"
553,万魔,1505,高清降噪圈铁耳机(lighting),"[-11, -6.4, -4.1, -3.9, -4.1, -1.5, 3.6, 2.6, 9.1, 11]"
553,万魔,1506,iBFree蓝牙耳机,"[-5.7, -2.4, 2.1, 4.7, 6.1, 8.1, 5.3, -5.2, -7.4, -5.4]"
553,万魔,1682,Stylish双动圈入耳式耳机,"[-4, -4, -5, -2, 3, 4, 3.5, 0, 2, -2]"
553,万魔,1683,四单元圈铁耳机,"[0, -1, -3, -2, 0, 3, 2.5, 1.5, 1, -3]"
553,万魔,1684,Spearhead VR电竞头戴式耳机,"[8, 6, 0.5, -2.5, -1.5, 0, 0, 7.5, 3, 0]"
553,万魔,1685,Spearhead VRX电竞头戴式耳机Pro版,"[5, 4.5, 4.5, -4, -1, -6, -3.5, 5, 3, -2]"
553,万魔,1686,iBFree智能蓝牙耳机,"[-1.5, -2.5, -4.5, -3, 2.5, 5.5, 5, -1.5, 2.5, -0.5]"
553,万魔,1687,Spearhead VR电竞蓝牙耳机,"[1, -1.5, -4, -3.5, 1.5, 4, 4, -2.5, 0.5, 1]"
553,万魔,1688,Stylish双动圈颈挂式蓝牙耳机,"[-4, -4, -5, -2.5, 2.5, 4, 4.5, -0.5, 3.5, 2]"
553,万魔,1689,三单元圈铁蓝牙耳机,"[-2.5, -3, -4, -3, 2, 4, 2, 2, 3, 1]"
553,万魔,1720,Stylish时尚真无线耳机,"[-1, -1, -1.5, -3, -2.5, -0.5, 1, 0.5, -1.5, 0]"
553,万魔,1721,高清降噪圈铁蓝牙耳机,"[-1, -2, -1, 0, 0, 0, 0, 0, 2, -1]"
553,万魔,1774,高清降噪圈铁蓝牙耳机PRO版,"[3.1, 3.6, 1.5, -1.9, -0.9, 0, -3.8, 4.5, 0.1, -0.7]"
553,万魔,1775,真无线降噪耳机,"[-2, -1, -1.5, -1.9, 0.7, 0.3, -3, -1.6, -1.5, 4.5]"
553,万魔,1836,ColorBuds,"[-2, -1.5, -0.5, 0, 1.5, 0.5, 1, 0.5, 1.5, 1]"
553,万魔,1837,Comfobuds,"[-3, -1.5, -0.5, 1, 1.5, 0.5, 0, 0.5, 3, 4]"
555,森海塞尔,1286,CX1,"[2.2, 1.8, 1.2, 0, -0.9, -0.1, 1.3, 1.7, 0.3, 0.4]"
555,森海塞尔,1287,CX2,"[3.1, 2.2, 1, -0.2, -1, -0.1, 1.9, 2.8, -0.6, -0.5]"
555,森海塞尔,1288,CX3,"[2, 1.7, 1.1, 0, -1, -0.1, 1.3, 1.9, 0, -0.3]"
555,森海塞尔,1289,CX5,"[2.5, 1.8, 0.6, -0.6, -1.4, -0.1, 2, 2.7, -0.8, 0.2]"
555,森海塞尔,1290,CX200II,"[5, 3.2, 1.8, 0.2, -1.2, -0.3, 0.8, 0.3, -0.6, 2.7]"
555,森海塞尔,1291,CX213,"[1.2, 0.9, 0.3, -0.6, -1.3, -0.2, 1.3, 0.8, -0.4, 1.8]"
555,森海塞尔,1292,CX215,"[2.3, 1.6, 0.6, -0.5, -1.3, -0.1, 1.3, 1.1, -0.1, 2.2]"
555,森海塞尔,1293,CX275S,"[5.5, 4.5, 2.7, 0.5, -1, -0.1, 1.8, 0.7, 1.4, 3.3]"
555,森海塞尔,1294,CX280,"[4, 2.9, 1.4, -0.2, -1.5, -0.1, 1.3, 0.8, -1.6, -0.2]"
555,森海塞尔,1295,CX300II,"[5.5, 3.6, 1.7, 0, -1.2, -0.2, 1.4, 0.9, -1.4, 2.2]"
555,森海塞尔,1296,CX400,"[1.7, 1.3, 0.6, -0.5, -1.4, -0.2, 1.3, 0.9, -1.7, 2.2]"
555,森海塞尔,1297,CX500,"[1.3, 0.9, 0.1, -1.1, -1.7, -0.1, 2, 3.1, 0.7, 3.2]"
555,森海塞尔,1298,CX680,"[3.5, 2.6, 1.4, -0.2, -1.1, -0.1, 0.3, 0, 0.4, 1.7]"
555,森海塞尔,1299,CX880,"[3.3, 2, 0.4, -1, -1.7, -0.2, 2, 2.1, -2, 0.2]"
555,森海塞尔,1300,CX980,"[1.9, 1.2, 0.5, -0.5, -1.2, -0.2, 1.4, 1.4, 0.2, 0.2]"
555,森海塞尔,1301,CX985,"[4, 2.5, 0.9, -0.9, -1.8, -0.2, 2, 0.9, -2.2, -0.3]"
555,森海塞尔,1302,HD251,"[4, 3.3, 1.7, 0.4, -0.6, -0.2, 1.2, 2.6, 2.3, 2]"
555,森海塞尔,1303,HD201,"[7.5, 5.6, 3.8, 1.9, -0.5, -0.2, 2.2, 3.5, 3.4, 3.7]"
555,森海塞尔,1304,HD202,"[4.3, 2.7, 1.6, 1.5, -0.3, -0.1, 2.3, 4.1, 2.6, 2.2]"
555,森海塞尔,1305,HD238,"[3, 2.2, 1.1, -0.1, -1, -0.1, 2.2, 1.4, 0.6, 3.2]"
555,森海塞尔,1306,HD380PRO,"[2.5, 2.6, 2.5, 0.8, -0.4, -0.2, 2, 2.1, 0.9, 1.2]"
555,森海塞尔,1307,HD381,"[3.2, 2.4, 1.4, 0.3, -0.4, 0, -0.4, 0.5, -0.3, 4.2]"
555,森海塞尔,1308,HD429S,"[2.7, 2.3, 1.9, 0.3, -0.6, -0.1, 2, 4.2, 2.9, 4.3]"
555,森海塞尔,1309,HD439,"[4.5, 3, 2, 0.4, -0.5, -0.1, 1, 2.6, 1.4, 2.2]"
555,森海塞尔,1310,HD448,"[5.3, 3.6, 2.3, 0.3, -0.5, -0.1, 1.7, 2.2, 0.8, 1.3]"
555,森海塞尔,1311,HD449,"[5.5, 3.6, 1.8, 0.2, -0.3, -0.1, 1.3, 3.5, 2.9, 0.9]"
